GO_ID	name	namespace	observed	expected	fold_enrichment	p_value	total_study_annotations	background_size	p_fdr_bh	significant
GO:0006829	zinc ion transport	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006399	tRNA metabolic process	biological_process	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:0016074	sno(s)RNA metabolic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0007601	visual perception	biological_process	11	0.9210964607911173	11.94228885707828	0.0	39819	43230	0.0	True
GO:0004301	epoxide hydrolase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0016803	ether hydrolase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0016801	hydrolase activity, acting on ether bonds	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0003725	double-stranded RNA binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0070566	adenylyltransferase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0001730	2'-5'-oligoadenylate synthetase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0008276	protein methyltransferase activity	molecular_function	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0140938	histone H3 methyltransferase activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0016279	protein-lysine N-methyltransferase activity	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0042054	histone methyltransferase activity	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0046974	histone H3K9 methyltransferase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0005694	chromosome	cellular_component	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0051287	NAD binding	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0070403	NAD+ binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0160215	deacylase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0019213	deacetylase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0140993	histone modifying activity	molecular_function	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:1901605	alpha-amino acid metabolic process	biological_process	12	0.9210964607911173	13.027951480449032	0.0	39819	43230	0.0	True
GO:0070279	vitamin B6 binding	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0030170	pyridoxal phosphate binding	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0008483	transaminase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0016769	transferase activity, transferring nitrogenous groups	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0032502	developmental process	biological_process	73	0.9210964607911173	79.25337150606494	0.0	39819	43230	0.0	True
GO:0006605	protein targeting	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0090150	establishment of protein localization to membrane	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0051668	localization within membrane	biological_process	13	0.9210964607911173	14.113614103819785	0.0	39819	43230	0.0	True
GO:0006612	protein targeting to membrane	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0062012	regulation of small molecule metabolic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0071578	zinc ion import across plasma membrane	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0015106	bicarbonate transmembrane transporter activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0140410	monoatomic cation:bicarbonate symporter activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0034982	mitochondrial protein processing	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006334	nucleosome assembly	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:1903311	regulation of mRNA metabolic process	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0009894	regulation of catabolic process	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0006325	chromatin organization	biological_process	16	0.9210964607911173	17.370601973932043	0.0	39819	43230	0.0	True
GO:0070828	heterochromatin organization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0016278	lysine N-methyltransferase activity	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0070679	inositol 1,4,5 trisphosphate binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0048856	anatomical structure development	biological_process	27	0.9210964607911173	29.31289083101032	0.0	39819	43230	0.0	True
GO:0048513	animal organ development	biological_process	11	0.9210964607911173	11.94228885707828	0.0	39819	43230	0.0	True
GO:0048869	cellular developmental process	biological_process	28	0.9210964607911173	30.398553454381073	0.0	39819	43230	0.0	True
GO:0030154	cell differentiation	biological_process	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:0070063	RNA polymerase binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0010506	regulation of autophagy	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0055074	calcium ion homeostasis	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006874	intracellular calcium ion homeostasis	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0051480	regulation of cytosolic calcium ion concentration	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0015279	store-operated calcium channel activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0065004	protein-DNA complex assembly	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0043254	regulation of protein-containing complex assembly	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0032271	regulation of protein polymerization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006352	DNA-templated transcription initiation	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0009653	anatomical structure morphogenesis	biological_process	16	0.9210964607911173	17.370601973932043	0.0	39819	43230	0.0	True
GO:0098655	monoatomic cation transmembrane transport	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0098660	inorganic ion transmembrane transport	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0051209	release of sequestered calcium ion into cytosol	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0099094	ligand-gated monoatomic cation channel activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0005261	monoatomic cation channel activity	molecular_function	14	0.9210964607911173	15.199276727190536	0.0	39819	43230	0.0	True
GO:0005262	calcium channel activity	molecular_function	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0045055	regulated exocytosis	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0016266	protein O-linked glycosylation via N-acetyl-galactosamine	biological_process	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0000727	double-strand break repair via break-induced replication	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0005216	monoatomic ion channel activity	molecular_function	53	0.9210964607911173	57.54011903864989	0.0	39819	43230	0.0	True
GO:0022836	gated channel activity	molecular_function	33	0.9210964607911173	35.82686657123484	0.0	39819	43230	0.0	True
GO:0015085	calcium ion transmembrane transporter activity	molecular_function	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0015276	ligand-gated monoatomic ion channel activity	molecular_function	28	0.9210964607911173	30.398553454381073	0.0	39819	43230	0.0	True
GO:0005217	intracellularly ligand-gated monoatomic ion channel activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0022834	ligand-gated channel activity	molecular_function	28	0.9210964607911173	30.398553454381073	0.0	39819	43230	0.0	True
GO:0043178	alcohol binding	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0016866	intramolecular transferase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0000287	magnesium ion binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0007168	receptor guanylyl cyclase signaling pathway	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0001653	peptide receptor activity	molecular_function	23	0.9210964607911173	24.97024033752731	0.0	39819	43230	0.0	True
GO:0004383	guanylate cyclase activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0009975	cyclase activity	molecular_function	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0016829	lyase activity	molecular_function	15	0.9210964607911173	16.284939350561288	0.0	39819	43230	0.0	True
GO:0016849	phosphorus-oxygen lyase activity	molecular_function	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0004016	adenylate cyclase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0097553	calcium ion transmembrane import into cytosol	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0098662	inorganic cation transmembrane transport	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0070588	calcium ion transmembrane transport	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0006816	calcium ion transport	biological_process	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0051282	regulation of sequestering of calcium ion	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0032879	regulation of localization	biological_process	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:0051283	negative regulation of sequestering of calcium ion	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0051648	vesicle localization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0051168	nuclear export	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006611	protein export from nucleus	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0005049	nuclear export signal receptor activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0005643	nuclear pore	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0044390	ubiquitin-like protein conjugating enzyme binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0031624	ubiquitin conjugating enzyme binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0072529	pyrimidine-containing compound catabolic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0046113	nucleobase catabolic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006208	pyrimidine nucleobase catabolic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006796	phosphate-containing compound metabolic process	biological_process	33	0.9210964607911173	35.82686657123484	0.0	39819	43230	0.0	True
GO:0006753	nucleoside phosphate metabolic process	biological_process	15	0.9210964607911173	16.284939350561288	0.0	39819	43230	0.0	True
GO:0090407	organophosphate biosynthetic process	biological_process	18	0.9210964607911173	19.541927220673546	0.0	39819	43230	0.0	True
GO:0009225	nucleotide-sugar metabolic process	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0019637	organophosphate metabolic process	biological_process	32	0.9210964607911173	34.741203947864086	0.0	39819	43230	0.0	True
GO:0034702	monoatomic ion channel complex	cellular_component	13	0.9210964607911173	14.113614103819785	0.0	39819	43230	0.0	True
GO:0034707	chloride channel complex	cellular_component	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0097435	supramolecular fiber organization	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0007015	actin filament organization	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0003779	actin binding	molecular_function	11	0.9210964607911173	11.94228885707828	0.0	39819	43230	0.0	True
GO:0008092	cytoskeletal protein binding	molecular_function	27	0.9210964607911173	29.31289083101032	0.0	39819	43230	0.0	True
GO:0005856	cytoskeleton	cellular_component	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0038024	cargo receptor activity	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0005044	scavenger receptor activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0006457	protein folding	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0006793	phosphorus metabolic process	biological_process	33	0.9210964607911173	35.82686657123484	0.0	39819	43230	0.0	True
GO:0009226	nucleotide-sugar biosynthetic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	25	0.9210964607911173	27.141565584268815	0.0	39819	43230	0.0	True
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular_function	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0051650	establishment of vesicle localization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0098797	plasma membrane protein complex	cellular_component	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0016342	catenin complex	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0005912	adherens junction	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0099095	ligand-gated monoatomic anion channel activity	molecular_function	11	0.9210964607911173	11.94228885707828	0.0	39819	43230	0.0	True
GO:0016917	GABA receptor activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0004890	GABA-A receptor activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0005230	extracellular ligand-gated monoatomic ion channel activity	molecular_function	12	0.9210964607911173	13.027951480449032	0.0	39819	43230	0.0	True
GO:0005253	monoatomic anion channel activity	molecular_function	23	0.9210964607911173	24.97024033752731	0.0	39819	43230	0.0	True
GO:0015103	inorganic anion transmembrane transporter activity	molecular_function	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:0015108	chloride transmembrane transporter activity	molecular_function	13	0.9210964607911173	14.113614103819785	0.0	39819	43230	0.0	True
GO:0008509	monoatomic anion transmembrane transporter activity	molecular_function	28	0.9210964607911173	30.398553454381073	0.0	39819	43230	0.0	True
GO:0005254	chloride channel activity	molecular_function	12	0.9210964607911173	13.027951480449032	0.0	39819	43230	0.0	True
GO:0097060	synaptic membrane	cellular_component	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:0045211	postsynaptic membrane	cellular_component	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:1902495	transmembrane transporter complex	cellular_component	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:1990351	transporter complex	cellular_component	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:0007043	cell-cell junction assembly	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0044331	cell-cell adhesion mediated by cadherin	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0000902	cell morphogenesis	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0048870	cell motility	biological_process	21	0.9210964607911173	22.798915090785805	0.0	39819	43230	0.0	True
GO:0016477	cell migration	biological_process	21	0.9210964607911173	22.798915090785805	0.0	39819	43230	0.0	True
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0007155	cell adhesion	biological_process	20	0.9210964607911173	21.713252467415053	0.0	39819	43230	0.0	True
GO:0098609	cell-cell adhesion	biological_process	12	0.9210964607911173	13.027951480449032	0.0	39819	43230	0.0	True
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0009887	animal organ morphogenesis	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0045216	cell-cell junction organization	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0034330	cell junction organization	biological_process	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0034332	adherens junction organization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0050839	cell adhesion molecule binding	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0045296	cadherin binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0008013	beta-catenin binding	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0043933	protein-containing complex organization	biological_process	15	0.9210964607911173	16.284939350561288	0.0	39819	43230	0.0	True
GO:0006338	chromatin remodeling	biological_process	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:0034728	nucleosome organization	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0016877	ligase activity, forming carbon-sulfur bonds	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0120543	macromolecular conformation isomerase activity	molecular_function	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:0120545	nucleic acid conformation isomerase activity	molecular_function	13	0.9210964607911173	14.113614103819785	0.0	39819	43230	0.0	True
GO:0004386	helicase activity	molecular_function	13	0.9210964607911173	14.113614103819785	0.0	39819	43230	0.0	True
GO:0003682	chromatin binding	molecular_function	14	0.9210964607911173	15.199276727190536	0.0	39819	43230	0.0	True
GO:0008094	ATP-dependent activity, acting on DNA	molecular_function	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0050684	regulation of mRNA processing	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0007163	establishment or maintenance of cell polarity	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0007164	establishment of tissue polarity	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0001736	establishment of planar polarity	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0034329	cell junction assembly	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0022607	cellular component assembly	biological_process	32	0.9210964607911173	34.741203947864086	0.0	39819	43230	0.0	True
GO:0043068	positive regulation of programmed cell death	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0043067	regulation of programmed cell death	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0042981	regulation of apoptotic process	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0043065	positive regulation of apoptotic process	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0008186	ATP-dependent activity, acting on RNA	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0003724	RNA helicase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0006412	translation	biological_process	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0005198	structural molecule activity	molecular_function	18	0.9210964607911173	19.541927220673546	0.0	39819	43230	0.0	True
GO:0003735	structural constituent of ribosome	molecular_function	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0044391	ribosomal subunit	cellular_component	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0000315	organellar large ribosomal subunit	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:1990904	ribonucleoprotein complex	cellular_component	17	0.9210964607911173	18.456264597302795	0.0	39819	43230	0.0	True
GO:0015934	large ribosomal subunit	cellular_component	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0098798	mitochondrial protein-containing complex	cellular_component	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0005762	mitochondrial large ribosomal subunit	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0071824	protein-DNA complex organization	biological_process	5	0.9210964607911173	5.428313116853763	0.0	39819	43230	0.0	True
GO:0003713	transcription coactivator activity	molecular_function	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0046983	protein dimerization activity	molecular_function	9	0.9210964607911173	9.770963610336773	0.0	39819	43230	0.0	True
GO:0046982	protein heterodimerization activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0000314	organellar small ribosomal subunit	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0015935	small ribosomal subunit	cellular_component	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0005770	late endosome	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0001522	pseudouridine synthesis	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0005763	mitochondrial small ribosomal subunit	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0110156	mRNA methylguanosine-cap decapping	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0110154	RNA decapping	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0003729	mRNA binding	molecular_function	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0035770	ribonucleoprotein granule	cellular_component	10	0.9210964607911173	10.856626233707527	0.0	39819	43230	0.0	True
GO:0036464	cytoplasmic ribonucleoprotein granule	cellular_component	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0099080	supramolecular complex	cellular_component	19	0.9210964607911173	20.6275898440443	0.0	39819	43230	0.0	True
GO:0000932	P-body	cellular_component	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0030258	lipid modification	biological_process	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0046488	phosphatidylinositol metabolic process	biological_process	6	0.9210964607911173	6.513975740224516	0.0	39819	43230	0.0	True
GO:0016311	dephosphorylation	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0006650	glycerophospholipid metabolic process	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0046839	phospholipid dephosphorylation	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0046856	phosphatidylinositol dephosphorylation	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0052866	phosphatidylinositol phosphate phosphatase activity	molecular_function	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0005768	endosome	cellular_component	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
GO:0005769	early endosome	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0030135	coated vesicle	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0030136	clathrin-coated vesicle	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0030139	endocytic vesicle	cellular_component	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0045334	clathrin-coated endocytic vesicle	cellular_component	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0060090	molecular adaptor activity	molecular_function	23	0.9210964607911173	24.97024033752731	0.0	39819	43230	0.0	True
GO:0003712	transcription coregulator activity	molecular_function	8	0.9210964607911173	8.685300986966022	0.0	39819	43230	0.0	True
GO:0030674	protein-macromolecule adaptor activity	molecular_function	21	0.9210964607911173	22.798915090785805	0.0	39819	43230	0.0	True
GO:0048495	Roundabout binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:1901681	sulfur compound binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0005539	glycosaminoglycan binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0008201	heparin binding	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0000030	mannosyltransferase activity	molecular_function	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0072663	establishment of protein localization to peroxisome	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0072662	protein localization to peroxisome	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0007031	peroxisome organization	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0015919	peroxisomal membrane transport	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0043574	peroxisomal transport	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0045046	protein import into peroxisome membrane	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0032386	regulation of intracellular transport	biological_process	2	0.9210964607911173	2.1713252467415054	0.0	39819	43230	0.0	True
GO:0060627	regulation of vesicle-mediated transport	biological_process	4	0.9210964607911173	4.342650493483011	0.0	39819	43230	0.0	True
GO:0060341	regulation of cellular localization	biological_process	3	0.9210964607911173	3.256987870112258	0.0	39819	43230	0.0	True
GO:0051049	regulation of transport	biological_process	7	0.9210964607911173	7.599638363595268	0.0	39819	43230	0.0	True
